Description	ID	lycopersicum	appendiculatum	inflata	tuberosum	sinuosa	axillaris	attenuata
OG0010096	OG0010096	1	1	1	1	1	1	1
OG0010097	OG0010097	1	1	1	1	1	1	1
OG0010098	OG0010098	1	1	1	1	1	1	1
OG0010099	OG0010099	1	1	1	1	1	1	1
OG0010100	OG0010100	1	1	1	1	1	1	1
OG0010101	OG0010101	1	1	1	1	1	1	1
OG0010102	OG0010102	1	1	1	1	1	1	1
OG0010103	OG0010103	1	1	1	1	1	1	1
OG0010104	OG0010104	1	1	1	1	1	1	1
OG0010105	OG0010105	1	1	1	1	1	1	1
OG0010106	OG0010106	1	1	1	1	1	1	1
OG0010107	OG0010107	1	1	1	1	1	1	1
OG0010108	OG0010108	1	1	1	1	1	1	1
OG0010109	OG0010109	1	1	1	1	1	1	1
OG0010110	OG0010110	1	1	1	1	1	1	1
OG0010111	OG0010111	1	1	1	1	1	1	1
OG0010112	OG0010112	1	1	1	1	1	1	1
OG0010113	OG0010113	1	1	1	1	1	1	1
OG0010114	OG0010114	1	1	1	1	1	1	1
OG0010115	OG0010115	1	1	1	1	1	1	1
OG0010116	OG0010116	1	1	1	1	1	1	1
OG0010117	OG0010117	1	1	1	1	1	1	1
OG0010118	OG0010118	1	1	1	1	1	1	1
OG0010119	OG0010119	1	1	1	1	1	1	1
OG0010120	OG0010120	1	1	1	1	1	1	1
OG0010121	OG0010121	1	1	1	1	1	1	1
OG0010122	OG0010122	1	1	1	1	1	1	1
OG0010123	OG0010123	1	1	1	1	1	1	1
OG0010124	OG0010124	1	1	1	1	1	1	1
OG0010125	OG0010125	1	1	1	1	1	1	1
OG0010126	OG0010126	1	1	0	1	2	1	1
OG0010127	OG0010127	1	1	1	1	1	1	1
OG0010128	OG0010128	1	1	1	1	1	1	1
OG0010129	OG0010129	1	1	1	1	1	1	1
OG0010130	OG0010130	1	1	1	1	1	1	1
OG0010131	OG0010131	1	1	1	1	1	1	1
OG0010132	OG0010132	1	1	1	1	1	1	1
OG0010133	OG0010133	1	1	2	1	1	0	1
OG0010134	OG0010134	1	1	1	1	1	1	1
OG0010135	OG0010135	1	1	1	1	1	1	1
OG0010136	OG0010136	2	1	0	1	2	0	1
OG0010137	OG0010137	1	1	1	1	1	1	1
OG0010138	OG0010138	1	1	1	1	1	1	1
OG0010139	OG0010139	1	1	1	1	1	1	1
OG0010140	OG0010140	1	1	1	1	1	1	1
OG0010141	OG0010141	1	1	1	1	1	1	1
OG0010142	OG0010142	1	1	1	1	1	1	1
OG0010143	OG0010143	1	1	1	1	1	1	1
OG0010144	OG0010144	1	1	1	1	1	1	1
OG0010145	OG0010145	1	1	1	1	1	1	1
OG0010146	OG0010146	0	1	2	1	1	1	1
OG0010147	OG0010147	1	1	1	1	1	1	1
OG0010148	OG0010148	1	1	0	0	1	1	3
OG0010149	OG0010149	1	1	1	1	1	1	1
OG0010150	OG0010150	1	1	1	0	2	1	1
OG0010151	OG0010151	1	1	1	1	1	1	1
OG0010152	OG0010152	1	1	1	1	1	1	1
OG0010153	OG0010153	1	1	1	1	1	1	1
OG0010154	OG0010154	1	1	1	1	1	1	1
OG0010155	OG0010155	1	1	1	1	1	1	1
OG0010156	OG0010156	1	1	1	1	1	1	1
OG0010157	OG0010157	1	1	1	1	1	1	1
OG0010158	OG0010158	1	1	1	1	1	1	1
OG0010159	OG0010159	1	1	1	1	1	1	1
OG0010160	OG0010160	1	1	1	1	1	1	1
OG0010161	OG0010161	1	1	1	1	1	1	1
OG0010162	OG0010162	1	1	1	1	1	1	1
OG0010163	OG0010163	1	1	1	1	1	1	1
OG0010164	OG0010164	1	1	1	1	1	1	1
OG0010165	OG0010165	1	1	1	1	1	1	1
OG0010166	OG0010166	1	1	1	1	1	1	1
OG0010167	OG0010167	1	1	1	1	1	1	1
OG0010168	OG0010168	1	1	1	1	1	1	1
OG0010169	OG0010169	1	1	1	1	1	1	1
OG0010170	OG0010170	1	1	1	1	1	1	1
OG0010171	OG0010171	1	1	1	1	1	1	1
OG0010172	OG0010172	1	1	1	1	1	1	1
OG0010173	OG0010173	1	1	1	1	1	1	1
OG0010174	OG0010174	1	1	0	1	3	0	1
OG0010175	OG0010175	1	1	1	1	1	1	1
OG0010176	OG0010176	1	1	1	1	1	1	1
OG0010177	OG0010177	1	1	1	1	1	1	1
OG0010178	OG0010178	1	1	1	1	1	1	1
OG0010179	OG0010179	1	1	1	1	1	1	1
OG0010180	OG0010180	1	1	1	1	1	1	1
OG0010181	OG0010181	1	1	1	1	1	1	1
OG0010182	OG0010182	1	1	1	1	1	1	1
OG0010183	OG0010183	1	1	1	1	1	1	1
OG0010184	OG0010184	1	1	1	1	1	1	1
OG0010185	OG0010185	1	1	1	1	1	1	1
OG0010186	OG0010186	1	1	1	1	1	1	1
OG0010187	OG0010187	1	1	1	1	1	1	1
OG0010188	OG0010188	1	1	1	1	1	1	1
OG0010189	OG0010189	1	1	1	1	1	1	1
OG0010190	OG0010190	1	1	1	1	1	1	1
OG0010191	OG0010191	1	1	2	0	1	1	1
OG0010192	OG0010192	1	1	1	1	1	1	1
OG0010193	OG0010193	1	1	1	1	1	1	1
OG0010194	OG0010194	4	1	0	1	1	0	0
OG0010195	OG0010195	1	1	1	1	1	1	1
OG0010196	OG0010196	1	1	1	1	1	1	1
OG0010197	OG0010197	1	1	1	1	1	1	1
OG0010198	OG0010198	1	1	1	1	1	1	1
OG0010199	OG0010199	1	1	1	1	1	1	1
OG0010200	OG0010200	1	1	1	1	1	1	1
OG0010201	OG0010201	1	1	1	1	1	1	1
OG0010202	OG0010202	1	1	1	1	1	1	1
OG0010203	OG0010203	1	1	1	1	1	1	1
OG0010204	OG0010204	1	1	1	1	1	1	1
OG0010205	OG0010205	1	1	1	1	1	1	1
OG0010206	OG0010206	1	1	1	1	1	1	1
OG0010207	OG0010207	2	1	1	0	1	1	1
OG0010208	OG0010208	1	1	1	1	1	1	1
OG0010209	OG0010209	1	1	1	1	1	1	1
OG0010210	OG0010210	1	1	1	1	1	1	1
OG0010211	OG0010211	1	1	1	1	1	1	1
OG0010212	OG0010212	1	1	1	1	1	1	1
OG0010213	OG0010213	1	1	1	1	1	1	1
OG0010214	OG0010214	1	1	1	1	1	1	1
OG0010215	OG0010215	2	1	1	0	1	1	1
OG0010216	OG0010216	2	1	1	1	1	1	0
OG0010217	OG0010217	1	1	1	1	1	1	1
OG0010218	OG0010218	1	1	1	1	1	1	1
OG0010219	OG0010219	1	1	1	1	1	1	1
OG0010220	OG0010220	1	1	1	1	1	1	1
OG0010221	OG0010221	1	1	1	1	1	1	1
OG0010222	OG0010222	1	1	1	1	1	1	1
OG0010223	OG0010223	1	1	1	1	1	1	1
OG0010224	OG0010224	1	1	1	1	1	1	1
OG0010225	OG0010225	1	1	1	1	1	1	1
OG0010226	OG0010226	1	1	1	1	1	1	1
OG0010227	OG0010227	1	1	1	1	1	1	1
OG0010228	OG0010228	1	1	1	1	1	1	1
OG0010229	OG0010229	1	1	1	1	1	1	1
OG0010230	OG0010230	1	1	1	1	1	1	1
OG0010231	OG0010231	1	1	1	1	1	1	1
OG0010232	OG0010232	1	1	1	1	1	1	1
OG0010233	OG0010233	2	0	1	0	2	1	1
OG0010234	OG0010234	1	1	1	1	1	1	1
OG0010235	OG0010235	1	1	1	1	1	1	1
OG0010236	OG0010236	1	1	1	1	1	1	1
OG0010237	OG0010237	1	1	1	1	1	1	1
OG0010238	OG0010238	1	1	1	1	1	1	1
OG0010239	OG0010239	1	1	1	1	1	1	1
OG0010240	OG0010240	1	1	1	1	1	1	1
OG0010241	OG0010241	1	1	1	1	1	1	1
OG0010242	OG0010242	1	1	1	1	1	1	1
OG0010243	OG0010243	1	1	1	1	1	1	1
OG0010244	OG0010244	1	1	1	1	1	1	1
OG0010245	OG0010245	1	1	1	1	1	1	1
OG0010246	OG0010246	1	1	1	1	1	1	1
OG0010247	OG0010247	1	1	1	1	1	1	1
OG0010248	OG0010248	1	1	1	1	1	1	1
OG0010249	OG0010249	1	1	1	1	1	1	1
OG0010250	OG0010250	1	1	1	1	1	1	1
OG0010251	OG0010251	1	1	1	1	1	1	1
OG0010252	OG0010252	1	1	1	1	1	1	1
OG0010253	OG0010253	1	1	1	1	1	1	1
OG0010254	OG0010254	1	1	1	1	1	1	1
OG0010255	OG0010255	1	1	1	1	1	1	1
OG0010256	OG0010256	1	1	1	1	1	1	1
OG0010257	OG0010257	1	1	1	1	1	1	1
OG0010258	OG0010258	1	1	1	1	1	1	1
OG0010259	OG0010259	1	1	1	1	1	1	1
OG0010260	OG0010260	1	1	1	1	1	1	1
OG0010261	OG0010261	1	1	1	0	1	1	2
OG0010262	OG0010262	1	1	1	1	1	1	1
OG0010263	OG0010263	1	1	1	1	1	1	1
OG0010264	OG0010264	1	1	1	1	1	1	1
OG0010265	OG0010265	1	1	1	1	1	1	1
OG0010266	OG0010266	1	1	1	1	1	1	1
OG0010267	OG0010267	1	1	1	1	1	1	1
OG0010268	OG0010268	1	1	0	1	1	1	2
OG0010269	OG0010269	1	1	1	1	1	1	1
OG0010270	OG0010270	1	1	1	1	1	1	1
OG0010271	OG0010271	1	1	1	1	1	1	1
OG0010272	OG0010272	1	1	1	1	1	1	1
OG0010273	OG0010273	1	1	1	1	1	1	1
OG0010274	OG0010274	1	1	1	1	1	1	1
OG0010275	OG0010275	1	1	1	1	1	1	1
OG0010276	OG0010276	1	1	1	1	1	1	1
OG0010277	OG0010277	1	1	1	1	1	1	1
OG0010278	OG0010278	1	1	1	1	1	1	1
OG0010279	OG0010279	1	1	1	1	1	1	1
OG0010280	OG0010280	1	1	1	1	1	1	1
OG0010281	OG0010281	1	1	1	1	1	1	1
OG0010282	OG0010282	1	1	1	0	1	1	2
OG0010283	OG0010283	1	1	1	1	1	1	1
OG0010284	OG0010284	1	0	2	1	1	1	1
OG0010285	OG0010285	1	1	1	1	1	1	1
OG0010286	OG0010286	1	1	1	1	1	1	1
OG0010287	OG0010287	1	1	1	1	1	1	1
OG0010288	OG0010288	1	1	1	1	1	1	1
OG0010289	OG0010289	1	1	1	1	1	1	1
OG0010290	OG0010290	1	1	1	1	1	1	1
OG0010291	OG0010291	1	1	1	1	1	1	1
OG0010292	OG0010292	1	1	1	1	1	1	1
OG0010293	OG0010293	1	2	1	1	1	1	0
OG0010294	OG0010294	1	1	1	1	1	1	1
OG0010295	OG0010295	1	1	1	1	1	1	1
OG0010296	OG0010296	1	1	1	1	1	1	1
OG0010297	OG0010297	1	1	1	1	1	1	1
OG0010298	OG0010298	1	1	1	1	1	1	1
OG0010299	OG0010299	1	1	1	1	1	1	1
OG0010300	OG0010300	1	1	1	1	1	1	1
OG0010301	OG0010301	1	1	1	1	1	1	1
OG0010302	OG0010302	1	1	1	1	1	1	1
OG0010303	OG0010303	1	1	1	1	1	1	1
OG0010304	OG0010304	1	1	1	1	1	1	1
OG0010305	OG0010305	1	1	1	1	1	1	1
OG0010306	OG0010306	1	1	1	1	1	1	1
OG0010307	OG0010307	1	1	1	1	1	1	1
OG0010308	OG0010308	1	0	2	1	1	1	1
OG0010309	OG0010309	1	1	1	1	1	1	1
OG0010310	OG0010310	1	1	1	1	1	1	1
OG0010311	OG0010311	1	1	1	1	1	1	1
OG0010312	OG0010312	1	1	1	1	1	1	1
OG0010313	OG0010313	1	1	1	1	1	1	1
OG0010314	OG0010314	1	1	1	1	1	1	1
OG0010315	OG0010315	1	1	1	1	1	1	1
OG0010316	OG0010316	1	1	1	1	1	1	1
OG0010317	OG0010317	1	1	2	1	1	1	0
OG0010318	OG0010318	1	1	1	1	1	1	1
OG0010319	OG0010319	1	1	1	1	1	1	1
OG0010320	OG0010320	1	1	1	1	1	1	1
OG0010321	OG0010321	1	1	1	1	1	1	1
OG0010322	OG0010322	1	1	0	1	1	0	3
OG0010323	OG0010323	1	1	1	1	1	1	1
OG0010324	OG0010324	1	1	1	1	1	1	1
OG0010325	OG0010325	1	1	1	1	1	1	1
OG0010326	OG0010326	1	1	1	1	1	1	1
OG0010327	OG0010327	1	1	1	1	1	1	1
OG0010328	OG0010328	1	0	1	1	1	2	1
OG0010329	OG0010329	1	1	1	1	1	1	1
OG0010330	OG0010330	1	1	1	1	1	1	1
OG0010331	OG0010331	1	1	1	1	1	1	1
OG0010332	OG0010332	1	4	0	1	1	0	0
OG0010333	OG0010333	1	1	1	1	1	1	1
OG0010334	OG0010334	1	1	1	1	1	1	1
OG0010335	OG0010335	1	1	1	1	1	1	1
OG0010336	OG0010336	1	1	1	1	1	1	1
OG0010337	OG0010337	1	1	1	1	1	1	1
OG0010338	OG0010338	1	1	1	1	1	1	1
OG0010339	OG0010339	1	1	1	1	1	1	1
OG0010340	OG0010340	1	1	1	1	1	1	1
OG0010341	OG0010341	1	1	1	1	1	1	1
OG0010342	OG0010342	1	1	1	1	1	1	1
OG0010343	OG0010343	1	1	1	1	1	1	1
OG0010344	OG0010344	1	1	1	1	1	1	1
OG0010345	OG0010345	1	1	1	1	1	1	1
OG0010346	OG0010346	1	1	1	1	1	1	1
OG0010347	OG0010347	1	1	1	1	1	1	1
OG0010348	OG0010348	1	1	1	1	1	1	1
OG0010349	OG0010349	1	1	1	1	1	1	1
OG0010350	OG0010350	1	1	1	1	1	1	1
OG0010351	OG0010351	1	1	1	1	1	1	1
OG0010352	OG0010352	1	1	1	1	1	1	1
OG0010353	OG0010353	1	1	1	1	1	1	1
OG0010354	OG0010354	1	1	1	1	1	1	1
OG0010355	OG0010355	1	1	1	1	1	0	2
OG0010356	OG0010356	1	1	1	1	1	1	1
OG0010357	OG0010357	1	1	1	1	1	1	1
OG0010358	OG0010358	1	1	1	1	1	1	1
OG0010359	OG0010359	1	1	1	1	1	1	1
OG0010360	OG0010360	1	1	1	1	1	1	1
OG0010361	OG0010361	1	1	1	1	1	1	1
OG0010362	OG0010362	1	1	1	1	1	1	1
OG0010363	OG0010363	1	1	1	1	1	1	1
OG0010364	OG0010364	1	1	1	1	1	1	1
OG0010365	OG0010365	1	1	1	0	1	1	2
OG0010366	OG0010366	1	1	1	1	1	1	1
OG0010367	OG0010367	1	1	1	1	1	1	1
OG0010368	OG0010368	1	1	1	1	1	1	1
OG0010369	OG0010369	1	1	1	1	1	1	1
OG0010370	OG0010370	1	1	1	1	1	1	1
OG0010371	OG0010371	1	1	1	1	1	1	1
OG0010372	OG0010372	1	1	1	1	1	1	1
OG0010373	OG0010373	1	1	1	1	1	1	1
OG0010374	OG0010374	1	1	1	1	1	1	1
OG0010375	OG0010375	1	1	1	1	1	1	1
OG0010376	OG0010376	1	1	1	1	1	1	1
OG0010377	OG0010377	1	1	1	1	1	1	1
OG0010378	OG0010378	1	1	1	1	1	1	1
OG0010379	OG0010379	1	1	1	1	1	1	1
OG0010380	OG0010380	1	1	1	1	1	1	1
OG0010381	OG0010381	1	1	1	1	1	1	1
OG0010382	OG0010382	1	1	1	1	1	1	1
OG0010383	OG0010383	1	1	1	1	1	1	1
OG0010384	OG0010384	1	1	1	1	1	1	1
OG0010385	OG0010385	1	1	1	1	1	1	1
OG0010386	OG0010386	1	1	1	1	1	1	1
OG0010387	OG0010387	1	1	1	1	1	1	1
OG0010388	OG0010388	1	1	1	1	1	1	1
OG0010389	OG0010389	1	1	1	1	1	1	1
OG0010390	OG0010390	1	1	1	1	1	1	1
OG0010391	OG0010391	1	1	1	1	1	1	1
OG0010392	OG0010392	1	1	1	1	1	1	1
OG0010393	OG0010393	1	1	1	1	1	1	1
OG0010394	OG0010394	1	1	1	1	1	1	1
OG0010395	OG0010395	1	1	1	1	1	1	1
OG0010396	OG0010396	1	1	1	1	1	1	1
OG0010397	OG0010397	1	1	1	1	1	1	1
OG0010398	OG0010398	1	1	1	1	1	1	1
OG0010399	OG0010399	1	1	1	1	1	1	1
OG0010400	OG0010400	1	1	1	1	1	1	1
OG0010401	OG0010401	0	2	0	2	1	0	2
OG0010402	OG0010402	1	1	1	1	1	1	1
OG0010403	OG0010403	1	1	1	1	1	1	1
OG0010404	OG0010404	0	1	2	1	1	1	1
OG0010405	OG0010405	1	1	1	1	1	1	1
OG0010406	OG0010406	1	1	1	1	1	1	1
OG0010407	OG0010407	1	1	1	1	1	1	1
OG0010408	OG0010408	1	1	1	1	2	1	0
OG0010409	OG0010409	1	1	1	1	1	1	1
OG0010410	OG0010410	1	1	1	1	1	1	1
OG0010411	OG0010411	1	1	1	1	1	1	1
OG0010412	OG0010412	1	1	1	1	1	1	1
OG0010413	OG0010413	1	1	1	1	1	1	1
OG0010414	OG0010414	1	1	1	1	1	1	1
OG0010415	OG0010415	1	1	1	1	1	1	1
OG0010416	OG0010416	1	1	1	1	1	1	1
OG0010417	OG0010417	1	1	1	1	1	1	1
OG0010418	OG0010418	1	1	1	1	1	1	1
OG0010419	OG0010419	1	1	1	1	1	1	1
OG0010420	OG0010420	1	1	1	1	1	1	1
OG0010421	OG0010421	1	1	1	1	1	1	1
OG0010422	OG0010422	1	1	1	1	1	1	1
OG0010423	OG0010423	1	1	1	1	1	1	1
OG0010424	OG0010424	1	1	1	1	1	1	1
OG0010425	OG0010425	1	1	1	1	1	1	1
OG0010426	OG0010426	1	1	1	1	1	1	1
OG0010427	OG0010427	1	1	1	1	1	1	1
OG0010428	OG0010428	1	1	1	1	1	1	1
OG0010429	OG0010429	1	1	1	1	1	1	1
OG0010430	OG0010430	1	1	1	1	1	1	1
OG0010431	OG0010431	1	1	1	1	1	1	1
OG0010432	OG0010432	1	1	1	1	1	1	1
OG0010433	OG0010433	1	1	1	0	2	1	1
OG0010434	OG0010434	1	1	1	1	1	1	1
OG0010435	OG0010435	1	1	1	1	1	1	1
OG0010436	OG0010436	1	1	1	1	1	1	1
OG0010437	OG0010437	1	1	1	1	1	1	1
OG0010438	OG0010438	1	1	1	1	1	1	1
OG0010439	OG0010439	1	1	1	1	1	1	1
OG0010440	OG0010440	1	1	1	1	1	1	1
OG0010441	OG0010441	1	1	1	1	1	1	1
OG0010442	OG0010442	1	1	1	1	1	1	1
OG0010443	OG0010443	1	1	1	1	1	1	1
OG0010444	OG0010444	1	1	2	0	1	1	1
OG0010445	OG0010445	1	1	1	1	1	1	1
OG0010446	OG0010446	1	1	1	1	1	1	1
OG0010447	OG0010447	1	1	1	1	1	1	1
OG0010448	OG0010448	1	1	1	1	1	1	1
OG0010449	OG0010449	1	1	1	1	1	1	1
OG0010450	OG0010450	1	1	1	1	1	1	1
OG0010451	OG0010451	1	1	1	1	1	1	1
OG0010452	OG0010452	1	1	1	1	1	1	1
OG0010453	OG0010453	1	1	1	1	1	1	1
OG0010454	OG0010454	1	1	1	1	1	1	1
OG0010455	OG0010455	1	1	1	1	1	1	1
OG0010456	OG0010456	1	1	1	1	1	1	1
OG0010457	OG0010457	1	1	1	1	1	1	1
OG0010458	OG0010458	1	1	1	1	1	1	1
OG0010459	OG0010459	1	1	1	1	1	1	1
OG0010460	OG0010460	1	1	1	1	1	1	1
OG0010461	OG0010461	1	1	1	1	1	1	1
OG0010462	OG0010462	1	1	1	1	1	1	1
OG0010463	OG0010463	1	1	1	1	1	1	1
OG0010464	OG0010464	1	1	1	1	1	1	1
OG0010465	OG0010465	1	1	1	1	1	1	1
OG0010466	OG0010466	1	1	1	0	2	1	1
OG0010467	OG0010467	1	1	1	1	1	1	1
OG0010468	OG0010468	1	1	1	1	1	1	1
OG0010469	OG0010469	1	1	1	1	1	1	1
OG0010470	OG0010470	1	1	1	1	1	1	1
OG0010471	OG0010471	1	1	1	1	1	1	1
OG0010472	OG0010472	1	1	1	1	1	1	1
OG0010473	OG0010473	1	1	1	0	1	1	2
OG0010474	OG0010474	1	1	1	1	1	1	1
OG0010475	OG0010475	1	1	1	1	1	1	1
OG0010476	OG0010476	1	1	1	1	1	1	1
OG0010477	OG0010477	1	1	1	1	1	1	1
OG0010478	OG0010478	1	2	0	1	1	1	1
OG0010479	OG0010479	1	1	1	1	1	1	1
OG0010480	OG0010480	1	1	1	1	1	1	1
OG0010481	OG0010481	1	1	1	1	1	1	1
OG0010482	OG0010482	1	1	1	1	1	1	1
OG0010483	OG0010483	1	1	1	1	1	1	1
OG0010484	OG0010484	1	1	1	1	1	1	1
OG0010485	OG0010485	1	1	1	1	1	1	1
OG0010486	OG0010486	1	1	0	1	2	1	1
OG0010487	OG0010487	1	1	1	1	1	1	1
OG0010488	OG0010488	1	1	1	1	1	1	1
OG0010489	OG0010489	1	1	0	1	2	1	1
OG0010490	OG0010490	1	1	1	1	1	1	1
OG0010491	OG0010491	1	1	1	1	1	1	1
OG0010492	OG0010492	1	1	1	1	1	1	1
OG0010493	OG0010493	1	1	1	1	1	1	1
OG0010494	OG0010494	1	1	1	1	1	1	1
OG0010495	OG0010495	1	1	1	1	1	1	1
OG0010496	OG0010496	1	1	1	1	1	1	1
OG0010497	OG0010497	1	1	1	1	1	1	1
OG0010498	OG0010498	1	1	1	1	1	1	1
OG0010499	OG0010499	1	1	1	1	1	1	1
OG0010500	OG0010500	1	1	1	1	1	1	1
OG0010501	OG0010501	1	1	1	1	1	1	1
OG0010502	OG0010502	1	1	1	1	1	1	1
OG0010503	OG0010503	1	1	1	1	1	1	1
OG0010504	OG0010504	1	1	1	1	1	1	1
OG0010505	OG0010505	0	0	3	0	1	3	0
OG0010506	OG0010506	0	0	1	1	1	4	0
OG0010507	OG0010507	0	1	0	1	2	0	3
OG0010508	OG0010508	1	1	1	1	1	1	1
OG0010509	OG0010509	1	1	1	1	1	1	1
OG0010510	OG0010510	2	2	0	1	2	0	0
OG0010511	OG0010511	1	1	1	1	1	1	1
OG0010512	OG0010512	1	3	0	0	2	0	1
OG0010513	OG0010513	1	1	1	1	1	1	1
OG0010514	OG0010514	1	1	1	1	1	1	1
OG0010515	OG0010515	1	1	1	1	1	1	1
OG0010516	OG0010516	1	1	1	1	1	1	1
OG0010517	OG0010517	1	1	1	1	1	1	1
OG0010518	OG0010518	1	1	1	1	1	1	1
OG0010519	OG0010519	1	1	1	1	1	1	1
OG0010520	OG0010520	1	1	1	1	1	1	1
OG0010521	OG0010521	1	1	1	1	1	1	1
OG0010522	OG0010522	1	1	1	1	1	1	1
OG0010523	OG0010523	1	1	1	1	1	1	1
OG0010524	OG0010524	1	1	1	1	1	1	1
OG0010525	OG0010525	1	1	1	1	1	1	1
OG0010526	OG0010526	1	1	1	1	1	1	1
OG0010527	OG0010527	1	1	1	1	1	1	1
OG0010528	OG0010528	1	1	1	1	1	1	1
OG0010529	OG0010529	1	1	1	1	1	1	1
OG0010530	OG0010530	1	1	1	1	1	1	1
OG0010531	OG0010531	1	1	1	1	1	1	1
OG0010532	OG0010532	0	1	1	2	2	1	0
OG0010533	OG0010533	1	1	1	1	1	1	1
OG0010534	OG0010534	1	1	1	1	1	1	1
OG0010535	OG0010535	1	1	1	1	1	1	1
OG0010536	OG0010536	1	1	1	1	1	1	1
OG0010537	OG0010537	1	1	1	1	1	1	1
OG0010538	OG0010538	1	1	2	0	1	1	1
OG0010539	OG0010539	1	1	1	1	1	1	1
OG0010540	OG0010540	1	1	1	1	1	1	1
OG0010541	OG0010541	1	1	1	1	1	1	1
OG0010542	OG0010542	1	1	1	1	1	1	1
OG0010543	OG0010543	1	1	1	1	1	1	1
OG0010544	OG0010544	1	1	1	1	1	1	1
OG0010545	OG0010545	1	0	1	1	2	1	1
OG0010546	OG0010546	2	1	1	0	1	1	1
OG0010547	OG0010547	1	1	1	1	1	1	1
OG0010548	OG0010548	1	2	1	0	1	1	1
OG0010549	OG0010549	1	1	1	1	1	1	1
OG0010550	OG0010550	1	1	1	1	1	1	1
OG0010551	OG0010551	1	1	1	1	1	1	1
OG0010552	OG0010552	1	1	1	1	1	1	1
OG0010553	OG0010553	1	1	1	1	1	1	1
OG0010554	OG0010554	1	1	1	1	1	1	1
OG0010555	OG0010555	1	1	1	1	1	2	0
OG0010556	OG0010556	1	1	1	1	1	1	1
OG0010557	OG0010557	1	1	1	1	1	1	1
OG0010558	OG0010558	1	1	1	1	1	1	1
OG0010559	OG0010559	0	0	0	0	1	0	6
OG0010560	OG0010560	1	1	1	1	1	1	1
OG0010561	OG0010561	0	1	3	0	1	1	1
OG0010562	OG0010562	1	1	1	1	1	1	1
OG0010563	OG0010563	1	1	1	1	1	1	1
OG0010564	OG0010564	1	1	1	1	1	1	1
OG0010565	OG0010565	0	1	2	1	1	1	1
OG0010566	OG0010566	1	1	1	1	1	1	1
OG0010567	OG0010567	1	1	1	1	1	1	1
OG0010568	OG0010568	1	1	1	1	1	1	1
OG0010569	OG0010569	1	1	1	1	1	1	1
OG0010570	OG0010570	1	1	1	1	1	1	1
OG0010571	OG0010571	1	1	1	1	1	1	1
OG0010572	OG0010572	1	1	1	1	1	1	1
OG0010573	OG0010573	1	1	1	1	1	1	1
OG0010574	OG0010574	1	1	1	1	1	1	1
OG0010575	OG0010575	1	1	1	1	1	1	1
OG0010576	OG0010576	1	1	1	1	1	1	1
OG0010577	OG0010577	1	1	1	1	1	1	1
OG0010578	OG0010578	1	1	1	1	1	1	1
OG0010579	OG0010579	1	1	1	1	1	1	1
OG0010580	OG0010580	1	1	1	1	1	1	1
OG0010581	OG0010581	1	1	1	1	1	1	1
OG0010582	OG0010582	1	1	1	1	1	1	1
OG0010583	OG0010583	1	1	1	1	1	1	1
OG0010584	OG0010584	0	1	0	2	1	0	3
OG0010585	OG0010585	1	1	1	1	1	1	1
OG0010586	OG0010586	1	1	1	1	1	1	1
OG0010587	OG0010587	1	1	1	1	1	1	1
OG0010588	OG0010588	1	1	1	1	1	1	1
OG0010589	OG0010589	1	1	1	1	1	1	1
OG0010590	OG0010590	1	1	1	1	1	1	1
OG0010591	OG0010591	1	1	1	1	1	1	1
OG0010592	OG0010592	1	1	1	1	1	1	1
OG0010593	OG0010593	1	1	1	1	1	1	1
OG0010595	OG0010595	1	1	1	1	1	1	1
OG0010596	OG0010596	1	1	1	1	1	1	1
OG0010597	OG0010597	1	1	1	1	1	1	1
OG0010598	OG0010598	1	1	1	1	1	1	1
OG0010599	OG0010599	1	1	1	1	1	1	1
OG0010600	OG0010600	1	1	1	1	1	1	1
OG0010601	OG0010601	1	1	1	1	1	1	1
OG0010602	OG0010602	1	1	1	1	1	1	1
OG0010603	OG0010603	1	1	1	1	1	1	1
OG0010604	OG0010604	1	1	1	1	1	1	1
OG0010605	OG0010605	1	1	1	1	1	1	1
OG0010606	OG0010606	1	1	1	1	1	1	1
OG0010607	OG0010607	1	1	1	1	1	1	1
OG0010608	OG0010608	1	1	1	1	1	1	1
OG0010609	OG0010609	1	1	1	1	1	1	1
OG0010610	OG0010610	1	1	1	1	1	1	1
OG0010611	OG0010611	1	1	1	1	1	1	1
OG0010612	OG0010612	1	1	1	1	1	1	1
OG0010613	OG0010613	1	1	1	1	1	1	1
OG0010614	OG0010614	1	1	1	1	1	1	1
OG0010615	OG0010615	1	1	1	1	1	1	1
OG0010616	OG0010616	1	1	1	1	1	1	1
OG0010617	OG0010617	1	1	1	1	1	1	1
OG0010618	OG0010618	1	1	1	1	1	1	1
OG0010619	OG0010619	1	1	1	1	1	1	1
OG0010620	OG0010620	1	1	1	1	1	1	1
OG0010621	OG0010621	1	1	1	1	1	1	1
OG0010622	OG0010622	1	1	1	1	1	1	1
OG0010623	OG0010623	1	1	1	1	1	1	1
OG0010624	OG0010624	1	1	1	1	1	1	1
OG0010625	OG0010625	1	1	1	1	1	1	1
OG0010626	OG0010626	1	1	1	1	1	1	1
OG0010627	OG0010627	1	1	1	1	1	1	1
OG0010628	OG0010628	1	1	1	1	1	1	1
OG0010629	OG0010629	1	1	1	1	1	1	1
OG0010630	OG0010630	1	1	1	1	1	1	1
OG0010631	OG0010631	1	1	1	1	1	1	1
OG0010632	OG0010632	1	1	1	1	1	1	1
